77 vocabcat records written
ambil, vrb, oov, air
menjadi, vrb, oov, Wayan
jual, vrb, oov, air
jual, vrb, oov, anjing
jual, vrb, oov, arti
jual, vrb, oov, batu
jual, vrb, oov, bensin
jual, vrb, oov, bom
jual, vrb, oov, cat
jual, vrb, oov, cek
jual, vrb, oov, cermin
jual, vrb, oov, daging
jual, vrb, oov, dompet
jual, vrb, oov, gamelan
jual, vrb, oov, gelas
jual, vrb, oov, gunting
jual, vrb, oov, hewan
jual, vrb, oov, jam
jual, vrb, oov, jawab
jual, vrb, oov, jualan
jual, vrb, oov, kaca
jual, vrb, oov, kah
jual, vrb, oov, kain
jual, vrb, oov, kalendar
jual, vrb, oov, kayu
jual, vrb, oov, kentang
jual, vrb, oov, keranjang
jual, vrb, oov, kertas
jual, vrb, oov, komputer
jual, vrb, oov, kopi
jual, vrb, oov, kotak
jual, vrb, oov, kucing
jual, vrb, oov, kuda
jual, vrb, oov, kunci
jual, vrb, oov, kursi
jual, vrb, oov, lampu
jual, vrb, oov, mangga
jual, vrb, oov, masakan
jual, vrb, oov, meja
jual, vrb, oov, mobil
jual, vrb, oov, motor
jual, vrb, oov, nyewa
jual, vrb, oov, papan
jual, vrb, oov, pel
jual, vrb, oov, pensil
jual, vrb, oov, penumpang
jual, vrb, oov, pipa
jual, vrb, oov, pisau
jual, vrb, oov, pos
jual, vrb, oov, roti
jual, vrb, oov, sabun
jual, vrb, oov, sapu
jual, vrb, oov, sepeda
jual, vrb, oov, susu
jual, vrb, oov, taksi
jual, vrb, oov, tas
jual, vrb, oov, uang
jual, vrb, oov, anjing
jual, vrb, oov, kucing
jual, vrb, oov, kuda
jumpa, vrb, oov, laki-laki
jumpa, vrb, oov, perempuan
jumpa, vrb, oov, dia
jumpa, vrb, oov, kita
jumpa, vrb, oov, mereka
jumpa, vrb, oov, saya
jumpa, vrb, oov, Anda
jumpa, vrb, oov, abang
jumpa, vrb, oov, adik
jumpa, vrb, oov, anak
jumpa, vrb, oov, anak laki-laki
jumpa, vrb, oov, anak perempuan
jumpa, vrb, oov, ayah
jumpa, vrb, oov, bapak
jumpa, vrb, oov, ibu
jumpa, vrb, oov, kakak
jumpa, vrb, oov, pacar
jumpa, vrb, oov, ahli bedah
jumpa, vrb, oov, akuntan
jumpa, vrb, oov, arsitek
jumpa, vrb, oov, asisten penjualan
jumpa, vrb, oov, dokter
jumpa, vrb, oov, dokter gigi
jumpa, vrb, oov, dokter hewan
jumpa, vrb, oov, guru
jumpa, vrb, oov, guru
jumpa, vrb, oov, hakim
jumpa, vrb, oov, kasir
jumpa, vrb, oov, koki
jumpa, vrb, oov, makelar
jumpa, vrb, oov, montir
jumpa, vrb, oov, pelayan
jumpa, vrb, oov, pemadam kebakaran
jumpa, vrb, oov, pembantu
jumpa, vrb, oov, pemotret
jumpa, vrb, oov, peneliti
jumpa, vrb, oov, pengacara
jumpa, vrb, oov, penjahit
jumpa, vrb, oov, penjual ikan
jumpa, vrb, oov, perawat
jumpa, vrb, oov, perias rambut
jumpa, vrb, oov, polisi
jumpa, vrb, oov, pramugari
jumpa, vrb, oov, resepsionis
jumpa, vrb, oov, sekretaris
jumpa, vrb, oov, teknisi komputer
jumpa, vrb, oov, tukang
jumpa, vrb, oov, tukang bangunan
jumpa, vrb, oov, tukang cat
jumpa, vrb, oov, tukang daging
jumpa, vrb, oov, tukang kayu
jumpa, vrb, oov, tukang las
jumpa, vrb, oov, tukang optic
jumpa, vrb, oov, tukang pangkas
jumpa, vrb, oov, tukang pipa
jumpa, vrb, oov, tukang pos
jumpa, vrb, oov, tukang roti
jumpa, vrb, oov, tukang sapu
jumpa, vrb, oov, wartawan
jumpa, vrb, oov, murid
jumpa, vrb, oov, pelayan
jumpa, vrb, oov, pembantu
jumpa, vrb, oov, polisi
jumpa, vrb, oov, supir
jumpa, vrb, oov, tukang
jumpa, vrb, oov, Gede
jumpa, vrb, oov, Kadek
jumpa, vrb, oov, Ketut
jumpa, vrb, oov, Komang
jumpa, vrb, oov, Made
jumpa, vrb, oov, Mang
jumpa, vrb, oov, Nengah
jumpa, vrb, oov, Ni Luh
jumpa, vrb, oov, Nyoman
jumpa, vrb, oov, Putu
jumpa, vrb, oov, Tut
jumpa, vrb, oov, Wayan
keluar, vrb, oov, kamar
keluar, vrb, oov, rumah
keluar, vrb, oov, desa
keluar, vrb, oov, kota
keluar, vrb, oov, negara
keluar, vrb, oov, toko
keluar, vrb, oov, Indonesia
keluar, vrb, oov, Perancis
keluar, vrb, oov, Belanda
keluar, vrb, oov, Italia
keluar, vrb, oov, Jerman
keluar, vrb, oov, Amerika
keluar, vrb, oov, Padang Bai
keluar, vrb, oov, Ubud
keluar, vrb, oov, Gilikanut
keluar, vrb, oov, Uluwatu
keluar, vrb, oov, Singaraja
keluar, vrb, oov, Denpasar
keluar, vrb, oov, Gianyar
keluar, vrb, oov, Amlapura
keluar, vrb, oov, Negara
keluar, vrb, oov, Tabanan
keluar, vrb, oov, Bangli
keluar, vrb, oov, Mangupura
keluar, vrb, oov, Semarapura
keluar, vrb, oov, Bali
keluar, vrb, oov, Java
keluar, vrb, oov, Sumatra
keluar, vrb, oov, Sulewesi
keluar, vrb, oov, Borneo
las, vrb, oov, logam
las, vrb, oov, mobil
makai, vrb, oov, sepatu
makai, vrb, oov, topi
makai, vrb, oov, kaus
makai, vrb, oov, celana
makai, vrb, oov, air
makai, vrb, oov, anjing
makai, vrb, oov, arti
makai, vrb, oov, batu
makai, vrb, oov, bensin
makai, vrb, oov, bom
makai, vrb, oov, cat
makai, vrb, oov, cek
makai, vrb, oov, cermin
makai, vrb, oov, daging
makai, vrb, oov, dompet
makai, vrb, oov, gamelan
makai, vrb, oov, gelas
makai, vrb, oov, gunting
makai, vrb, oov, hewan
makai, vrb, oov, jam
makai, vrb, oov, jawab
makai, vrb, oov, jualan
makai, vrb, oov, kaca
makai, vrb, oov, kah
makai, vrb, oov, kain
makai, vrb, oov, kalendar
makai, vrb, oov, kayu
makai, vrb, oov, kentang
makai, vrb, oov, keranjang
makai, vrb, oov, kertas
makai, vrb, oov, komputer
makai, vrb, oov, kopi
makai, vrb, oov, kotak
makai, vrb, oov, kucing
makai, vrb, oov, kuda
makai, vrb, oov, kunci
makai, vrb, oov, kursi
makai, vrb, oov, lampu
makai, vrb, oov, mangga
makai, vrb, oov, masakan
makai, vrb, oov, meja
makai, vrb, oov, mobil
makai, vrb, oov, motor
makai, vrb, oov, nyewa
makai, vrb, oov, papan
makai, vrb, oov, pel
makai, vrb, oov, pensil
makai, vrb, oov, penumpang
makai, vrb, oov, pipa
makai, vrb, oov, pisau
makai, vrb, oov, pos
makai, vrb, oov, roti
makai, vrb, oov, sabun
makai, vrb, oov, sapu
makai, vrb, oov, sepeda
makai, vrb, oov, susu
makai, vrb, oov, taksi
makai, vrb, oov, tas
makai, vrb, oov, uang
memakai, vrb, oov, sepatu
memakai, vrb, oov, topi
memakai, vrb, oov, kaus
memakai, vrb, oov, celana
memakai, vrb, oov, air
memakai, vrb, oov, anjing
memakai, vrb, oov, arti
memakai, vrb, oov, batu
memakai, vrb, oov, bensin
memakai, vrb, oov, bom
memakai, vrb, oov, cat
memakai, vrb, oov, cek
memakai, vrb, oov, cermin
memakai, vrb, oov, daging
memakai, vrb, oov, dompet
memakai, vrb, oov, gamelan
memakai, vrb, oov, gelas
memakai, vrb, oov, gunting
memakai, vrb, oov, hewan
memakai, vrb, oov, jam
memakai, vrb, oov, jawab
memakai, vrb, oov, jualan
memakai, vrb, oov, kaca
memakai, vrb, oov, kah
memakai, vrb, oov, kain
memakai, vrb, oov, kalendar
memakai, vrb, oov, kayu
memakai, vrb, oov, kentang
memakai, vrb, oov, keranjang
memakai, vrb, oov, kertas
memakai, vrb, oov, komputer
memakai, vrb, oov, kopi
memakai, vrb, oov, kotak
memakai, vrb, oov, kucing
memakai, vrb, oov, kuda
memakai, vrb, oov, kunci
memakai, vrb, oov, kursi
memakai, vrb, oov, lampu
memakai, vrb, oov, mangga
memakai, vrb, oov, masakan
memakai, vrb, oov, meja
memakai, vrb, oov, mobil
memakai, vrb, oov, motor
memakai, vrb, oov, nyewa
memakai, vrb, oov, papan
memakai, vrb, oov, pel
memakai, vrb, oov, pensil
memakai, vrb, oov, penumpang
memakai, vrb, oov, pipa
memakai, vrb, oov, pisau
memakai, vrb, oov, pos
memakai, vrb, oov, roti
memakai, vrb, oov, sabun
memakai, vrb, oov, sapu
memakai, vrb, oov, sepeda
memakai, vrb, oov, susu
memakai, vrb, oov, taksi
memakai, vrb, oov, tas
memakai, vrb, oov, uang
makan, vrb, oov, makanan
makan, vrb, oov, masakan
makan, vrb, oov, ayam
makan, vrb, oov, sapi
makan, vrb, oov, babi
makan, vrb, oov, alpukat
makan, vrb, oov, nangka
makan, vrb, oov, mangga
makan, vrb, oov, tomat
makan, vrb, oov, kacang
makan, vrb, oov, mete
makan, vrb, oov, gula
makan, vrb, oov, ayam goreng saus tiram
makan, vrb, oov, ayam lalapan
makan, vrb, oov, ayam bakar
makan, vrb, oov, sapi lada hitam
makan, vrb, oov, ayam asam manis
makan, vrb, oov, es buah
makan, vrb, oov, es
makan, vrb, oov, mentega
makan, vrb, oov, ikan
mandi, vrb, oov, laki-laki
mandi, vrb, oov, perempuan
mandi, vrb, oov, dia
mandi, vrb, oov, kita
mandi, vrb, oov, mereka
mandi, vrb, oov, saya
mandi, vrb, oov, Anda
mandi, vrb, oov, abang
mandi, vrb, oov, adik
mandi, vrb, oov, anak
mandi, vrb, oov, anak laki-laki
mandi, vrb, oov, anak perempuan
mandi, vrb, oov, ayah
mandi, vrb, oov, bapak
mandi, vrb, oov, ibu
mandi, vrb, oov, kakak
mandi, vrb, oov, pacar
mandi, vrb, oov, ahli bedah
mandi, vrb, oov, akuntan
mandi, vrb, oov, arsitek
mandi, vrb, oov, asisten penjualan
mandi, vrb, oov, dokter
mandi, vrb, oov, dokter gigi
mandi, vrb, oov, dokter hewan
mandi, vrb, oov, guru
mandi, vrb, oov, guru
mandi, vrb, oov, hakim
mandi, vrb, oov, kasir
mandi, vrb, oov, koki
mandi, vrb, oov, makelar
mandi, vrb, oov, montir
mandi, vrb, oov, pelayan
mandi, vrb, oov, pemadam kebakaran
mandi, vrb, oov, pembantu
mandi, vrb, oov, pemotret
mandi, vrb, oov, peneliti
mandi, vrb, oov, pengacara
mandi, vrb, oov, penjahit
mandi, vrb, oov, penjual ikan
mandi, vrb, oov, perawat
mandi, vrb, oov, perias rambut
mandi, vrb, oov, polisi
mandi, vrb, oov, pramugari
mandi, vrb, oov, resepsionis
mandi, vrb, oov, sekretaris
mandi, vrb, oov, teknisi komputer
mandi, vrb, oov, tukang
mandi, vrb, oov, tukang bangunan
mandi, vrb, oov, tukang cat
mandi, vrb, oov, tukang daging
mandi, vrb, oov, tukang kayu
mandi, vrb, oov, tukang las
mandi, vrb, oov, tukang optic
mandi, vrb, oov, tukang pangkas
mandi, vrb, oov, tukang pipa
mandi, vrb, oov, tukang pos
mandi, vrb, oov, tukang roti
mandi, vrb, oov, tukang sapu
mandi, vrb, oov, wartawan
mandi, vrb, oov, murid
mandi, vrb, oov, pelayan
mandi, vrb, oov, pembantu
mandi, vrb, oov, polisi
mandi, vrb, oov, supir
mandi, vrb, oov, tukang
mandi, vrb, oov, Gede
mandi, vrb, oov, Kadek
mandi, vrb, oov, Ketut
mandi, vrb, oov, Komang
mandi, vrb, oov, Made
mandi, vrb, oov, Mang
mandi, vrb, oov, Nengah
mandi, vrb, oov, Ni Luh
mandi, vrb, oov, Nyoman
mandi, vrb, oov, Putu
mandi, vrb, oov, Tut
mandi, vrb, oov, Wayan
mau, vrb, oov, air
mau, vrb, oov, anjing
mau, vrb, oov, arti
mau, vrb, oov, batu
mau, vrb, oov, bensin
mau, vrb, oov, bom
mau, vrb, oov, cat
mau, vrb, oov, cek
mau, vrb, oov, cermin
mau, vrb, oov, daging
mau, vrb, oov, dompet
mau, vrb, oov, gamelan
mau, vrb, oov, gelas
mau, vrb, oov, gunting
mau, vrb, oov, hewan
mau, vrb, oov, jam
mau, vrb, oov, jawab
mau, vrb, oov, jualan
mau, vrb, oov, kaca
mau, vrb, oov, kah
mau, vrb, oov, kain
mau, vrb, oov, kalendar
mau, vrb, oov, kayu
mau, vrb, oov, kentang
mau, vrb, oov, keranjang
mau, vrb, oov, kertas
mau, vrb, oov, komputer
mau, vrb, oov, kopi
mau, vrb, oov, kotak
mau, vrb, oov, kucing
mau, vrb, oov, kuda
mau, vrb, oov, kunci
mau, vrb, oov, kursi
mau, vrb, oov, lampu
mau, vrb, oov, mangga
mau, vrb, oov, masakan
mau, vrb, oov, meja
mau, vrb, oov, mobil
mau, vrb, oov, motor
mau, vrb, oov, nyewa
mau, vrb, oov, papan
mau, vrb, oov, pel
mau, vrb, oov, pensil
mau, vrb, oov, penumpang
mau, vrb, oov, pipa
mau, vrb, oov, pisau
mau, vrb, oov, pos
mau, vrb, oov, roti
mau, vrb, oov, sabun
mau, vrb, oov, sapu
mau, vrb, oov, sepeda
mau, vrb, oov, susu
mau, vrb, oov, taksi
mau, vrb, oov, tas
mau, vrb, oov, uang
masuk, vrb, oov, kamar
masuk, vrb, oov, rumah
masuk, vrb, oov, desa
masuk, vrb, oov, kota
masuk, vrb, oov, negara
masuk, vrb, oov, toko
masuk, vrb, oov, Indonesia
masuk, vrb, oov, Perancis
masuk, vrb, oov, Belanda
masuk, vrb, oov, Italia
masuk, vrb, oov, Jerman
masuk, vrb, oov, Amerika
masuk, vrb, oov, Padang Bai
masuk, vrb, oov, Ubud
masuk, vrb, oov, Gilikanut
masuk, vrb, oov, Uluwatu
masuk, vrb, oov, Singaraja
masuk, vrb, oov, Denpasar
masuk, vrb, oov, Gianyar
masuk, vrb, oov, Amlapura
masuk, vrb, oov, Negara
masuk, vrb, oov, Tabanan
masuk, vrb, oov, Bangli
masuk, vrb, oov, Mangupura
masuk, vrb, oov, Semarapura
masuk, vrb, oov, Bali
masuk, vrb, oov, Java
masuk, vrb, oov, Sumatra
masuk, vrb, oov, Sulewesi
masuk, vrb, oov, Borneo
memasak, vrb, oov, masakan
memasak, vrb, oov, makanan
memasak, vrb, oov, anjing
memasak, vrb, oov, kucing
memasak, vrb, oov, kuda
memasak, vrb, oov, ayam
memasak, vrb, oov, sapi
memasak, vrb, oov, babi
memasak, vrb, oov, alpukat
memasak, vrb, oov, nangka
memasak, vrb, oov, mangga
memasak, vrb, oov, tomat
memasak, vrb, oov, kacang
memasak, vrb, oov, mete
memasak, vrb, oov, gula
memasak, vrb, oov, ayam goreng saus tiram
memasak, vrb, oov, ayam lalapan
memasak, vrb, oov, ayam bakar
memasak, vrb, oov, sapi lada hitam
memasak, vrb, oov, ayam asam manis
memasak, vrb, oov, es buah
memasak, vrb, oov, es
memasak, vrb, oov, mentega
memasak, vrb, oov, ikan
mengebom, vrb, oov, Indonesia
mengebom, vrb, oov, Perancis
mengebom, vrb, oov, Belanda
mengebom, vrb, oov, Italia
mengebom, vrb, oov, Jerman
mengebom, vrb, oov, Amerika
mengebom, vrb, oov, Padang Bai
mengebom, vrb, oov, Ubud
mengebom, vrb, oov, Gilikanut
mengebom, vrb, oov, Uluwatu
mengebom, vrb, oov, Singaraja
mengebom, vrb, oov, Denpasar
mengebom, vrb, oov, Gianyar
mengebom, vrb, oov, Amlapura
mengebom, vrb, oov, Negara
mengebom, vrb, oov, Tabanan
mengebom, vrb, oov, Bangli
mengebom, vrb, oov, Mangupura
mengebom, vrb, oov, Semarapura
mengebom, vrb, oov, Bali
mengebom, vrb, oov, Java
mengebom, vrb, oov, Sumatra
mengebom, vrb, oov, Sulewesi
mengebom, vrb, oov, Borneo
mengecat, vrb, oov, kamar
mengecat, vrb, oov, rumah
mengecat, vrb, oov, bangunan
mengecat, vrb, oov, gereja
mengecat, vrb, oov, kantor
mengecat, vrb, oov, sekolah
mengecat, vrb, oov, bank
mengecat, vrb, oov, toko
mengecat, vrb, oov, warung
mengecat, vrb, oov, meja
mengecat, vrb, oov, kursi
mengecat, vrb, oov, lemari
mengecat, vrb, oov, lampu
mengecat, vrb, oov, bak cuci
mengepel, vrb, oov, lantai
mengetik, vrb, oov, surat
mengetik, vrb, oov, buku
menggoreng, vrb, oov, ayam
menggoreng, vrb, oov, sapi
menggoreng, vrb, oov, babi
menggoreng, vrb, oov, tomat
menggoreng, vrb, oov, pisang
menghitung, vrb, oov, air
menghitung, vrb, oov, anjing
menghitung, vrb, oov, arti
menghitung, vrb, oov, batu
menghitung, vrb, oov, bensin
menghitung, vrb, oov, bom
menghitung, vrb, oov, cat
menghitung, vrb, oov, cek
menghitung, vrb, oov, cermin
menghitung, vrb, oov, daging
menghitung, vrb, oov, dompet
menghitung, vrb, oov, gamelan
menghitung, vrb, oov, gelas
menghitung, vrb, oov, gunting
menghitung, vrb, oov, hewan
menghitung, vrb, oov, jam
menghitung, vrb, oov, jawab
menghitung, vrb, oov, jualan
menghitung, vrb, oov, kaca
menghitung, vrb, oov, kah
menghitung, vrb, oov, kain
menghitung, vrb, oov, kalendar
menghitung, vrb, oov, kayu
menghitung, vrb, oov, kentang
menghitung, vrb, oov, keranjang
menghitung, vrb, oov, kertas
menghitung, vrb, oov, komputer
menghitung, vrb, oov, kopi
menghitung, vrb, oov, kotak
menghitung, vrb, oov, kucing
menghitung, vrb, oov, kuda
menghitung, vrb, oov, kunci
menghitung, vrb, oov, kursi
menghitung, vrb, oov, lampu
menghitung, vrb, oov, mangga
menghitung, vrb, oov, masakan
menghitung, vrb, oov, meja
menghitung, vrb, oov, mobil
menghitung, vrb, oov, motor
menghitung, vrb, oov, nyewa
menghitung, vrb, oov, papan
menghitung, vrb, oov, pel
menghitung, vrb, oov, pensil
menghitung, vrb, oov, penumpang
menghitung, vrb, oov, pipa
menghitung, vrb, oov, pisau
menghitung, vrb, oov, pos
menghitung, vrb, oov, roti
menghitung, vrb, oov, sabun
menghitung, vrb, oov, sapu
menghitung, vrb, oov, sepeda
menghitung, vrb, oov, susu
menghitung, vrb, oov, taksi
menghitung, vrb, oov, tas
menghitung, vrb, oov, uang
menghitung, vrb, oov, anjing
menghitung, vrb, oov, kucing
menghitung, vrb, oov, kuda
mengimpor, vrb, oov, air
mengimpor, vrb, oov, anjing
mengimpor, vrb, oov, arti
mengimpor, vrb, oov, batu
mengimpor, vrb, oov, bensin
mengimpor, vrb, oov, bom
mengimpor, vrb, oov, cat
mengimpor, vrb, oov, cek
mengimpor, vrb, oov, cermin
mengimpor, vrb, oov, daging
mengimpor, vrb, oov, dompet
mengimpor, vrb, oov, gamelan
mengimpor, vrb, oov, gelas
mengimpor, vrb, oov, gunting
mengimpor, vrb, oov, hewan
mengimpor, vrb, oov, jam
mengimpor, vrb, oov, jawab
mengimpor, vrb, oov, jualan
mengimpor, vrb, oov, kaca
mengimpor, vrb, oov, kah
mengimpor, vrb, oov, kain
mengimpor, vrb, oov, kalendar
mengimpor, vrb, oov, kayu
mengimpor, vrb, oov, kentang
mengimpor, vrb, oov, keranjang
mengimpor, vrb, oov, kertas
mengimpor, vrb, oov, komputer
mengimpor, vrb, oov, kopi
mengimpor, vrb, oov, kotak
mengimpor, vrb, oov, kucing
mengimpor, vrb, oov, kuda
mengimpor, vrb, oov, kunci
mengimpor, vrb, oov, kursi
mengimpor, vrb, oov, lampu
mengimpor, vrb, oov, mangga
mengimpor, vrb, oov, masakan
mengimpor, vrb, oov, meja
mengimpor, vrb, oov, mobil
mengimpor, vrb, oov, motor
mengimpor, vrb, oov, nyewa
mengimpor, vrb, oov, papan
mengimpor, vrb, oov, pel
mengimpor, vrb, oov, pensil
mengimpor, vrb, oov, penumpang
mengimpor, vrb, oov, pipa
mengimpor, vrb, oov, pisau
mengimpor, vrb, oov, pos
mengimpor, vrb, oov, roti
mengimpor, vrb, oov, sabun
mengimpor, vrb, oov, sapu
mengimpor, vrb, oov, sepeda
mengimpor, vrb, oov, susu
mengimpor, vrb, oov, taksi
mengimpor, vrb, oov, tas
mengimpor, vrb, oov, uang
mengunci, vrb, oov, kamar
mengunci, vrb, oov, rumah
mengunci, vrb, oov, bangunan
mengunci, vrb, oov, gereja
mengunci, vrb, oov, kantor
mengunci, vrb, oov, sekolah
mengunci, vrb, oov, bank
mengunci, vrb, oov, toko
mengunci, vrb, oov, warung
menikah, vrb, oov, perempuan
menikah, vrb, oov, laki-laki
menikah, vrb, oov, pacar
menikah, vrb, oov, teman
menikah, vrb, oov, laki-laki
menikah, vrb, oov, perempuan
menikah, vrb, oov, dia
menikah, vrb, oov, kita
menikah, vrb, oov, mereka
menikah, vrb, oov, saya
menikah, vrb, oov, Anda
menikah, vrb, oov, abang
menikah, vrb, oov, adik
menikah, vrb, oov, anak
menikah, vrb, oov, anak laki-laki
menikah, vrb, oov, anak perempuan
menikah, vrb, oov, ayah
menikah, vrb, oov, bapak
menikah, vrb, oov, ibu
menikah, vrb, oov, kakak
menikah, vrb, oov, pacar
menikah, vrb, oov, ahli bedah
menikah, vrb, oov, akuntan
menikah, vrb, oov, arsitek
menikah, vrb, oov, asisten penjualan
menikah, vrb, oov, dokter
menikah, vrb, oov, dokter gigi
menikah, vrb, oov, dokter hewan
menikah, vrb, oov, guru
menikah, vrb, oov, guru
menikah, vrb, oov, hakim
menikah, vrb, oov, kasir
menikah, vrb, oov, koki
menikah, vrb, oov, makelar
menikah, vrb, oov, montir
menikah, vrb, oov, pelayan
menikah, vrb, oov, pemadam kebakaran
menikah, vrb, oov, pembantu
menikah, vrb, oov, pemotret
menikah, vrb, oov, peneliti
menikah, vrb, oov, pengacara
menikah, vrb, oov, penjahit
menikah, vrb, oov, penjual ikan
menikah, vrb, oov, perawat
menikah, vrb, oov, perias rambut
menikah, vrb, oov, polisi
menikah, vrb, oov, pramugari
menikah, vrb, oov, resepsionis
menikah, vrb, oov, sekretaris
menikah, vrb, oov, teknisi komputer
menikah, vrb, oov, tukang
menikah, vrb, oov, tukang bangunan
menikah, vrb, oov, tukang cat
menikah, vrb, oov, tukang daging
menikah, vrb, oov, tukang kayu
menikah, vrb, oov, tukang las
menikah, vrb, oov, tukang optic
menikah, vrb, oov, tukang pangkas
menikah, vrb, oov, tukang pipa
menikah, vrb, oov, tukang pos
menikah, vrb, oov, tukang roti
menikah, vrb, oov, tukang sapu
menikah, vrb, oov, wartawan
menikah, vrb, oov, murid
menikah, vrb, oov, pelayan
menikah, vrb, oov, pembantu
menikah, vrb, oov, polisi
menikah, vrb, oov, supir
menikah, vrb, oov, tukang
menikah, vrb, oov, Gede
menikah, vrb, oov, Kadek
menikah, vrb, oov, Ketut
menikah, vrb, oov, Komang
menikah, vrb, oov, Made
menikah, vrb, oov, Mang
menikah, vrb, oov, Nengah
menikah, vrb, oov, Ni Luh
menikah, vrb, oov, Nyoman
menikah, vrb, oov, Putu
menikah, vrb, oov, Tut
menikah, vrb, oov, Wayan
mengimpor, vrb, oov, air
mengimpor, vrb, oov, anjing
mengimpor, vrb, oov, arti
mengimpor, vrb, oov, batu
mengimpor, vrb, oov, bensin
mengimpor, vrb, oov, bom
mengimpor, vrb, oov, cat
mengimpor, vrb, oov, cek
mengimpor, vrb, oov, cermin
mengimpor, vrb, oov, daging
mengimpor, vrb, oov, dompet
mengimpor, vrb, oov, gamelan
mengimpor, vrb, oov, gelas
mengimpor, vrb, oov, gunting
mengimpor, vrb, oov, hewan
mengimpor, vrb, oov, jam
mengimpor, vrb, oov, jawab
mengimpor, vrb, oov, jualan
mengimpor, vrb, oov, kaca
mengimpor, vrb, oov, kah
mengimpor, vrb, oov, kain
mengimpor, vrb, oov, kalendar
mengimpor, vrb, oov, kayu
mengimpor, vrb, oov, kentang
mengimpor, vrb, oov, keranjang
mengimpor, vrb, oov, kertas
mengimpor, vrb, oov, komputer
mengimpor, vrb, oov, kopi
mengimpor, vrb, oov, kotak
mengimpor, vrb, oov, kucing
mengimpor, vrb, oov, kuda
mengimpor, vrb, oov, kunci
mengimpor, vrb, oov, kursi
mengimpor, vrb, oov, lampu
mengimpor, vrb, oov, mangga
mengimpor, vrb, oov, masakan
mengimpor, vrb, oov, meja
mengimpor, vrb, oov, mobil
mengimpor, vrb, oov, motor
mengimpor, vrb, oov, nyewa
mengimpor, vrb, oov, papan
mengimpor, vrb, oov, pel
mengimpor, vrb, oov, pensil
mengimpor, vrb, oov, penumpang
mengimpor, vrb, oov, pipa
mengimpor, vrb, oov, pisau
mengimpor, vrb, oov, pos
mengimpor, vrb, oov, roti
mengimpor, vrb, oov, sabun
mengimpor, vrb, oov, sapu
mengimpor, vrb, oov, sepeda
mengimpor, vrb, oov, susu
mengimpor, vrb, oov, taksi
mengimpor, vrb, oov, tas
mengimpor, vrb, oov, uang
menyimpan, vrb, oov, air
menyimpan, vrb, oov, anjing
menyimpan, vrb, oov, arti
menyimpan, vrb, oov, batu
menyimpan, vrb, oov, bensin
menyimpan, vrb, oov, bom
menyimpan, vrb, oov, cat
menyimpan, vrb, oov, cek
menyimpan, vrb, oov, cermin
menyimpan, vrb, oov, daging
menyimpan, vrb, oov, dompet
menyimpan, vrb, oov, gamelan
menyimpan, vrb, oov, gelas
menyimpan, vrb, oov, gunting
menyimpan, vrb, oov, hewan
menyimpan, vrb, oov, jam
menyimpan, vrb, oov, jawab
menyimpan, vrb, oov, jualan
menyimpan, vrb, oov, kaca
menyimpan, vrb, oov, kah
menyimpan, vrb, oov, kain
menyimpan, vrb, oov, kalendar
menyimpan, vrb, oov, kayu
menyimpan, vrb, oov, kentang
menyimpan, vrb, oov, keranjang
menyimpan, vrb, oov, kertas
menyimpan, vrb, oov, komputer
menyimpan, vrb, oov, kopi
menyimpan, vrb, oov, kotak
menyimpan, vrb, oov, kucing
menyimpan, vrb, oov, kuda
menyimpan, vrb, oov, kunci
menyimpan, vrb, oov, kursi
menyimpan, vrb, oov, lampu
menyimpan, vrb, oov, mangga
menyimpan, vrb, oov, masakan
menyimpan, vrb, oov, meja
menyimpan, vrb, oov, mobil
menyimpan, vrb, oov, motor
menyimpan, vrb, oov, nyewa
menyimpan, vrb, oov, papan
menyimpan, vrb, oov, pel
menyimpan, vrb, oov, pensil
menyimpan, vrb, oov, penumpang
menyimpan, vrb, oov, pipa
menyimpan, vrb, oov, pisau
menyimpan, vrb, oov, pos
menyimpan, vrb, oov, roti
menyimpan, vrb, oov, sabun
menyimpan, vrb, oov, sapu
menyimpan, vrb, oov, sepeda
menyimpan, vrb, oov, susu
menyimpan, vrb, oov, taksi
menyimpan, vrb, oov, tas
menyimpan, vrb, oov, uang
merusak, vrb, oov, air
merusak, vrb, oov, anjing
merusak, vrb, oov, arti
merusak, vrb, oov, batu
merusak, vrb, oov, bensin
merusak, vrb, oov, bom
merusak, vrb, oov, cat
merusak, vrb, oov, cek
merusak, vrb, oov, cermin
merusak, vrb, oov, daging
merusak, vrb, oov, dompet
merusak, vrb, oov, gamelan
merusak, vrb, oov, gelas
merusak, vrb, oov, gunting
merusak, vrb, oov, hewan
merusak, vrb, oov, jam
merusak, vrb, oov, jawab
merusak, vrb, oov, jualan
merusak, vrb, oov, kaca
merusak, vrb, oov, kah
merusak, vrb, oov, kain
merusak, vrb, oov, kalendar
merusak, vrb, oov, kayu
merusak, vrb, oov, kentang
merusak, vrb, oov, keranjang
merusak, vrb, oov, kertas
merusak, vrb, oov, komputer
merusak, vrb, oov, kopi
merusak, vrb, oov, kotak
merusak, vrb, oov, kucing
merusak, vrb, oov, kuda
merusak, vrb, oov, kunci
merusak, vrb, oov, kursi
merusak, vrb, oov, lampu
merusak, vrb, oov, mangga
merusak, vrb, oov, masakan
merusak, vrb, oov, meja
merusak, vrb, oov, mobil
merusak, vrb, oov, motor
merusak, vrb, oov, nyewa
merusak, vrb, oov, papan
